Top_Scorer,Top_Scorer_Runs,Best_Strike_Rate_Player,Best_Strike_Rate,Top_Winning_Team,Win_Rate_%
V Kohli,7122,AD Russell,164.61307287753567,Rising Pune Supergiant,62.5
